NumEvent,TimRef,Ref,TimPeak,Peak,TimEnd,End,IEI,Amp,Area,Sample,Group
[-],[s],[pA],[s],[pA],[s],[pA],[s],[pA],[fC],[ID],[interval]
1186,305.4254,-35.31,305.4282,-58.13,305.4334,-31.87,1.1736,22.81,63.19,260313_s7,-40mid
1187,306.5992,-34.9,306.6018,-57.03,306.6112,-33.91,0.2178,22.14,90.21,260313_s7,-40mid
1188,306.817,-37.81,306.8196,-68.44,306.8258,-34.53,0.427,30.63,97.84,260313_s7,-40mid
1189,307.242,-39.27,307.2466,-61.87,307.259,-36.56,0.5728,22.6,70.2,260313_s7,-40mid
1190,307.8142,-39.43,307.8194,-51.41,307.8324,-36.72,0.2072,11.98,51.45,260313_s7,-40mid
1191,308.025,-35.73,308.0266,-88.59,308.031,-41.88,0.0218,52.86,172.79,260313_s7,-40mid
1192,308.0464,-39.11,308.0484,-61.56,308.0542,-39.22,0.1382,22.45,84.77,260313_s7,-40mid
1193,308.1848,-38.54,308.1866,-104.22,308.1938,-40.63,0.5162,65.68,190.98,260313_s7,-40mid
1194,308.7006,-40.57,308.7028,-60.31,308.7166,-38.28,0.1062,19.74,96,260313_s7,-40mid
1195,308.8078,-41.98,308.809,-63.91,308.816,-38.59,0.0634,21.93,54.66,260313_s7,-40mid
1196,308.8702,-39.43,308.8724,-57.97,308.8782,-38.59,0.7116,18.54,57.2,260313_s7,-40mid
1197,309.5808,-37.76,309.584,-65.31,309.592,-37.81,0.064,27.55,120.03,260313_s7,-40mid
1198,309.646,-33.28,309.648,-55.31,309.6562,-34.22,0.0894,22.03,97.91,260313_s7,-40mid
1199,309.7318,-38.07,309.7374,-54.53,309.7454,-35.31,0.8296,16.46,61,260313_s7,-40mid
1200,310.5652,-36.3,310.567,-56.88,310.5784,-35.78,1.0728,20.57,87.27,260313_s7,-40mid
1201,311.6384,-33.02,311.6398,-72.81,311.6462,-34.69,0.2286,39.79,128.8,260313_s7,-40mid
1202,311.8654,-37.55,311.8684,-48.44,311.8808,-34.38,0.2442,10.89,58,260313_s7,-40mid
1203,312.111,-38.96,312.1126,-89.69,312.1218,-39.53,0,50.73,191.36,260313_s7,-40mid
1204,312.297,-37.55,312.1126,-89.69,312.3046,-34.22,0.7868,52.14,39.94,260313_s7,-40mid
1205,312.8978,-41.88,312.8994,-75.47,312.9054,-40.31,0.9344,33.59,108.47,260313_s7,-40mid
1206,313.8322,-44.53,313.8338,-55.94,313.8432,-40.31,0.0816,11.41,36.91,260313_s7,-40mid
1207,313.913,-38.18,313.9154,-70.94,313.924,-38.91,0.725,32.76,146.1,260313_s7,-40mid
1208,314.6378,-41.51,314.6404,-56.09,314.6438,-40.16,0.1508,14.58,38.48,260313_s7,-40mid
1209,314.7896,-38.07,314.7912,-72.34,314.7964,-39.69,0.4082,34.27,91.8,260313_s7,-40mid
1210,315.1964,-43.02,315.1994,-62.5,315.206,-42.19,0.1366,19.48,70.86,260313_s7,-40mid
1211,315.3336,-39.9,315.336,-57.5,315.3442,-38.59,0.1026,17.6,81.28,260313_s7,-40mid
1212,315.4372,-39.22,315.4386,-53.13,315.4432,-35.78,1.7988,13.91,43.16,260313_s7,-40mid
1213,317.2356,-41.15,317.2374,-54.84,317.2408,-37.5,0.0612,13.7,20.81,260313_s7,-40mid
1214,317.2964,-38.28,317.2986,-55.16,317.3022,-37.03,0.6762,16.88,40.41,260313_s7,-40mid
1215,317.9704,-35.57,317.9748,-55.16,317.984,-34.38,0.1436,19.58,104.41,260313_s7,-40mid
1216,318.1134,-35.94,318.1184,-51.56,318.1238,-32.5,0.1314,15.63,55.97,260313_s7,-40mid
1217,318.2444,-37.29,318.2498,-52.66,318.2562,-35,0.2474,15.36,53.44,260313_s7,-40mid
1218,318.493,-35.16,318.4972,-49.22,318.501,-32.66,1.0898,14.06,35.91,260313_s7,-40mid
1219,319.5856,-35.83,319.587,-110.31,319.5946,-38.13,0.5324,74.48,274.99,260313_s7,-40mid
1220,320.1178,-37.34,320.1194,-69.06,320.1242,-36.72,0,31.72,60.75,260313_s7,-40mid
1221,320.1356,-35.94,320.1194,-69.06,320.1438,-35.31,0,33.13,61.59,260313_s7,-40mid
1222,320.248,-46.04,320.1194,-69.06,320.2614,-37.34,0.1742,23.02,7.36,260313_s7,-40mid
1223,320.2898,-36.56,320.2936,-53.59,320.3054,-36.88,0.2294,17.03,90.16,260313_s7,-40mid
1224,320.5214,-34.53,320.523,-78.59,320.5294,-36.25,1.1934,44.06,135.97,260313_s7,-40mid
1225,321.714,-38.85,321.7164,-58.75,321.7238,-34.53,0.2818,19.9,61.08,260313_s7,-40mid
1226,321.9968,-38.85,321.9982,-55.16,322.0108,-36.25,0.1374,16.3,54.36,260313_s7,-40mid
1227,322.1332,-37.19,322.1356,-62.19,322.1434,-37.66,0.7948,25,114.91,260313_s7,-40mid
1228,322.929,-36.61,322.9304,-55.94,322.9392,-33.44,0.2136,19.32,58.21,260313_s7,-40mid
1229,323.1422,-35.78,323.144,-70,323.1568,-35.78,0.1298,34.22,162.22,260313_s7,-40mid
1230,323.2686,-36.25,323.2738,-46.25,323.2792,-33.59,0.227,10,27.19,260313_s7,-40mid
1231,323.4994,-34.53,323.5008,-52.19,323.505,-33.44,0.1848,17.66,45.53,260313_s7,-40mid
1232,323.6846,-34.43,323.6856,-65.78,323.6948,-37.03,0.4464,31.35,139.46,260313_s7,-40mid
1233,324.1282,-37.81,324.132,-61.41,324.1384,-37.03,0.5698,23.59,98.38,260313_s7,-40mid
1234,324.7002,-37.71,324.7018,-65,324.709,-38.28,1.3816,27.29,97.22,260313_s7,-40mid
1235,326.0816,-38.28,326.0834,-108.13,326.0924,-45.16,0.2,69.84,315.22,260313_s7,-40mid
1236,326.2824,-44.11,326.2834,-78.28,326.292,-41.56,0.1106,34.17,87.99,260313_s7,-40mid
1237,326.3924,-39.27,326.394,-86.09,326.401,-38.91,0.0476,46.82,161.98,260313_s7,-40mid
1238,326.4392,-37.6,326.4416,-57.81,326.4458,-38.75,0.0162,20.21,59.45,260313_s7,-40mid
1239,326.4546,-38.75,326.4578,-59.84,326.4676,-38.28,0.3486,21.09,99.5,260313_s7,-40mid
1240,326.8028,-42.5,326.8064,-57.19,326.8144,-39.22,0.1134,14.69,52.22,260313_s7,-40mid
1241,326.9174,-42.45,326.9198,-58.59,326.9234,-39.38,0,16.15,32.67,260313_s7,-40mid
1242,329.0274,-40.31,326.9198,-58.59,329.0376,-36.25,2.327,18.28,26.22,260313_s7,-40mid
1243,329.244,-38.02,329.2468,-51.09,329.2572,-36.25,0.1274,13.07,60.15,260313_s7,-40mid
1244,329.3722,-37.34,329.3742,-61.56,329.3836,-37.97,0.3362,24.22,114.5,260313_s7,-40mid
1245,329.7076,-37.03,329.7104,-49.69,329.7164,-37.34,0.0252,12.66,47.84,260313_s7,-40mid
1246,329.7336,-38.75,329.7356,-70.63,329.7424,-39.06,1.485,31.88,126.78,260313_s7,-40mid
1247,331.2172,-39.74,331.2206,-54.53,331.2332,-41.25,0.5782,14.79,187.31,260313_s7,-40mid
1248,331.7956,-41.93,331.7988,-104.06,331.807,-43.28,1.5094,62.14,257.55,260313_s7,-40mid
1249,333.3056,-39.22,333.3082,-69.06,333.3146,-38.44,0.1462,29.84,72.94,260313_s7,-40mid
1250,333.4526,-37.66,333.4544,-55,333.471,-37.19,0.3942,17.34,129.03,260313_s7,-40mid
1251,333.8466,-38.65,333.8486,-55.78,333.8574,-35.16,0.1916,17.14,39.3,260313_s7,-40mid
1252,334.0378,-33.65,334.0402,-52.34,334.0446,-35.47,0.0208,18.7,62.48,260313_s7,-40mid
1253,334.0596,-37.81,334.061,-53.91,334.0706,-35.63,0.0404,16.09,51.84,260313_s7,-40mid
1254,334.1,-38.96,334.1014,-54.69,334.1068,-35.94,0,15.73,37.95,260313_s7,-40mid
1255,334.2974,-38.02,334.1014,-54.69,334.3068,-36.56,0.2152,16.67,79.97,260313_s7,-40mid
1256,334.3152,-36.3,334.3166,-91.72,334.3234,-38.59,0.3904,55.42,188.47,260313_s7,-40mid
1257,334.7052,-39.69,334.707,-96.25,334.7134,-40.78,0.4858,56.56,174.5,260313_s7,-40mid
1258,335.1914,-41.67,335.1928,-75.63,335.1986,-38.75,0.545,33.96,104.89,260313_s7,-40mid
1259,335.7362,-40.05,335.7378,-56.09,335.7462,-38.91,0.05,16.04,64.75,260313_s7,-40mid
1260,335.7864,-41.82,335.7878,-73.28,335.794,-39.69,0.099,31.46,89.5,260313_s7,-40mid
1261,335.8814,-39.74,335.8868,-52.81,335.8904,-38.59,0.1512,13.07,50.83,260313_s7,-40mid
1262,336.035,-42.03,336.038,-62.66,336.0412,-40.16,0.2106,20.62,63.84,260313_s7,-40mid
1263,336.2474,-39.95,336.2486,-109.69,336.2558,-41.88,0.2424,69.74,175.57,260313_s7,-40mid
1264,336.4894,-38.44,336.491,-60.62,336.5,-35.16,0.046,22.19,88.75,260313_s7,-40mid
1265,336.5352,-41.3,336.537,-56.72,336.545,-37.66,0,15.42,44.48,260313_s7,-40mid
1266,336.6512,-39.64,336.537,-56.72,336.6606,-35.47,0.3502,17.08,26.28,260313_s7,-40mid
1267,336.8854,-44.69,336.8872,-55.94,336.8908,-40.31,0.073,11.25,9.06,260313_s7,-40mid
1268,336.9572,-42.4,336.9602,-55.47,336.9686,-40.78,0.3666,13.07,57.93,260313_s7,-40mid
1269,337.3214,-43.75,337.3268,-53.44,337.3328,-39.69,0.5772,9.69,17.88,260313_s7,-40mid
1270,337.9024,-40.78,337.904,-102.03,337.9116,-45,0.0964,61.25,207.63,260313_s7,-40mid
1271,337.9984,-39.95,338.0004,-80.16,338.0092,-41.72,1.084,40.21,143.26,260313_s7,-40mid
1272,339.08,-43.39,339.0844,-77.5,339.0918,-43.13,0.3252,34.11,105.97,260313_s7,-40mid
1273,339.4066,-42.08,339.4096,-65.31,339.4168,-43.59,0.982,23.23,113.99,260313_s7,-40mid
1274,340.3892,-44.01,340.3916,-81.41,340.3986,-42.5,0.0636,37.4,123.62,260313_s7,-40mid
1275,340.4534,-40.47,340.4552,-69.69,340.4638,-41.56,0.5474,29.22,123.09,260313_s7,-40mid
1276,341.0002,-41.93,341.0026,-63.59,341.0158,-39.84,0.0952,21.67,90.24,260313_s7,-40mid
1277,341.0948,-42.66,341.0978,-64.84,341.1046,-40.31,2.214,22.19,71.38,260313_s7,-40mid
1278,343.3102,-43.49,343.3118,-66.72,343.32,-40.47,0.4794,23.23,56.54,260313_s7,-40mid
1279,343.789,-49.48,343.7912,-71.41,343.7998,-44.69,0.0222,21.93,70.42,260313_s7,-40mid
1280,343.8116,-44.27,343.8134,-70,343.8184,-43.59,0.2484,25.73,54.35,260313_s7,-40mid
1281,344.0602,-43.59,344.0618,-77.66,344.0714,-45,0.9748,34.06,181.03,260313_s7,-40mid
1282,345.0348,-44.69,345.0366,-66.56,345.0456,-42.03,1.611,21.88,50.06,260313_s7,-40mid
1283,346.6464,-47.08,346.6476,-84.22,346.6552,-46.41,0.2556,37.14,123.25,260313_s7,-40mid
1284,346.902,-48.18,346.9032,-77.34,346.9098,-45.94,0.4932,29.17,72.86,260313_s7,-40mid
1285,347.3942,-42.03,347.3964,-82.34,347.4044,-42.97,0.2044,40.31,135.81,260313_s7,-40mid
1286,347.5984,-42.14,347.6008,-64.69,347.6096,-42.34,0.0836,22.55,96.75,260313_s7,-40mid
1287,347.6828,-43.18,347.6844,-64.38,347.6976,-41.72,0.122,21.2,84.37,260313_s7,-40mid
1288,347.804,-43.91,347.8064,-60.62,347.8134,-42.19,0.0284,16.72,74.72,260313_s7,-40mid
1289,347.8328,-44.38,347.8348,-62.97,347.8424,-41.56,0.447,18.59,54.03,260313_s7,-40mid
1290,348.28,-45.21,348.2818,-104.84,348.288,-45.47,0.7128,59.64,149.35,260313_s7,-40mid
1291,348.9924,-44.74,348.9946,-65.78,349.0032,-42.81,0.659,21.04,55.55,260313_s7,-40mid
1292,349.652,-48.18,349.6536,-85.78,349.6622,-48.91,0.812,37.6,134.55,260313_s7,-40mid
1293,350.4628,-44.48,350.4656,-60.62,350.4748,-45.16,0.1244,16.15,82.89,260313_s7,-40mid
1294,350.5862,-46.88,350.59,-60.16,350.5948,-45.16,0.743,13.28,38.31,260313_s7,-40mid
1295,351.3308,-47.34,351.333,-65.94,351.3464,-47.34,0.2822,18.59,105.97,260313_s7,-40mid
1296,351.6124,-40.63,351.6152,-58.59,351.6226,-38.91,1.2964,17.97,72.59,260313_s7,-40mid
1297,352.9088,-40.73,352.9116,-60.62,352.9168,-38.59,0.7702,19.9,62.21,260313_s7,-40mid
1298,353.6796,-40.57,353.6818,-59.53,353.6942,-40.31,1.1896,18.96,113.8,260313_s7,-40mid
1299,354.8692,-38.39,354.8714,-60.31,354.8816,-39.69,1.1438,21.93,111.13,260313_s7,-40mid
1300,356.0136,-39.74,356.0152,-57.5,356.0194,-37.97,2.0432,17.76,51.38,260313_s7,-40mid
1301,358.0564,-39.95,358.0584,-56.88,358.0646,-37.97,1.0356,16.93,54.31,260313_s7,-40mid
1302,359.092,-40.47,359.094,-61.56,359.1006,-36.56,0.1688,21.09,52.69,260313_s7,-40mid
1303,359.2614,-38.39,359.2628,-62.81,359.27,-36.72,0.1064,24.43,81.18,260313_s7,-40mid
1304,359.3676,-42.29,359.3692,-67.81,359.3794,-40.16,0.0434,25.52,95.88,260313_s7,-40mid
1305,359.411,-45.94,359.4126,-112.03,359.4206,-42.97,0.9652,66.09,163.56,260313_s7,-40mid
1306,360.3744,-38.07,360.3778,-68.44,360.3872,-41.09,0,30.36,190.4,260313_s7,-40mid
1307,360.414,-43.13,360.3778,-68.44,360.4274,-37.66,0.5364,25.31,28.5,260313_s7,-40mid
1308,360.9126,-40.94,360.9142,-95.63,360.926,-42.19,0.1384,54.69,227.69,260313_s7,-40mid
1309,361.0506,-42.14,361.0526,-89.22,361.062,-41.25,0.283,47.08,136.23,260313_s7,-40mid
1310,361.3332,-40.36,361.3356,-65,361.3472,-42.19,0.0872,24.64,174.26,260313_s7,-40mid
1311,361.4196,-43.59,361.4228,-59.37,361.428,-39.69,1.4274,15.78,32.97,260313_s7,-40mid
1312,362.8488,-43.54,362.8502,-64.84,362.8558,-40.47,0.2712,21.3,32.75,260313_s7,-40mid
1313,363.119,-42.71,363.1214,-53.44,363.1256,-39.06,0.0976,10.73,27.71,260313_s7,-40mid
1314,363.2174,-39.95,363.219,-93.75,363.228,-41.41,0.981,53.8,198.12,260313_s7,-40mid
1315,364.1976,-39.79,364.2,-60,364.2074,-40.47,0.5142,20.21,83.4,260313_s7,-40mid
1316,364.7128,-37.6,364.7142,-79.38,364.7276,-39.53,0.4046,41.77,184.5,260313_s7,-40mid
1317,365.1158,-44.58,365.1188,-59.06,365.133,-42.03,0.361,14.48,78.19,260313_s7,-40mid
1318,365.4784,-42.45,365.4798,-61.87,365.4876,-40.16,0.0264,19.43,58.02,260313_s7,-40mid
1319,365.5044,-40.63,365.5062,-58.13,365.5132,-38.91,0.4074,17.5,60.81,260313_s7,-40mid
1320,365.9118,-44.64,365.9136,-64.84,365.9202,-41.41,0.0838,20.21,50.45,260313_s7,-40mid
1321,365.996,-45.63,365.9974,-92.66,366.0066,-48.28,0.7782,47.03,207.22,260313_s7,-40mid
1322,366.7742,-39.64,366.7756,-66.41,366.7854,-38.75,0.9386,26.77,94.81,260313_s7,-40mid
1323,367.7116,-41.61,367.7142,-64.38,367.7222,-40.63,0,22.76,92.41,260313_s7,-40mid
1324,370.3544,-51.2,370.357,-63.91,370.3604,-46.41,0.7306,12.71,27.54,260313_s7,-40mid
1325,371.0858,-44.17,371.0876,-108.44,371.093,-51.56,0.008,64.27,203.95,260313_s7,-40mid
1326,371.0936,-54.22,371.0956,-73.44,371.1012,-49.84,0.205,19.22,41.47,260313_s7,-40mid
1327,371.2972,-44.64,371.3006,-67.19,371.308,-45.47,0.3244,22.55,84.42,260313_s7,-40mid
1328,371.6234,-47.92,371.625,-62.03,371.6296,-44.22,0.6124,14.11,30.9,260313_s7,-40mid
1329,372.2338,-50.68,372.2374,-62.81,372.2476,-48.28,0.8568,12.14,51.8,260313_s7,-40mid
1330,373.0898,-46.09,373.0942,-59.69,373.103,-43.91,0.2054,13.59,71.88,260313_s7,-40mid
1331,373.297,-45.16,373.2996,-83.91,373.3088,-45.94,0.1336,38.75,195.53,260313_s7,-40mid
1332,373.4296,-46.61,373.4332,-68.28,373.4436,-48.59,0.0312,21.67,147.98,260313_s7,-40mid
1333,373.4628,-45.21,373.4644,-98.59,373.4744,-48.44,0.7048,53.39,243.2,260313_s7,-40mid
1334,374.168,-42.19,374.1692,-80.63,374.1764,-44.53,0.0748,38.44,126.47,260313_s7,-40mid
1335,374.2426,-45.16,374.244,-63.91,374.2522,-42.34,0.642,18.75,49.41,260313_s7,-40mid
1336,374.884,-41.61,374.886,-76.88,374.8958,-44.22,0.1506,35.26,151.72,260313_s7,-40mid
1337,375.0346,-44.32,375.0366,-62.5,375.0432,-44.84,0.754,18.18,63.8,260313_s7,-40mid
1338,375.7882,-46.41,375.7906,-76.88,375.8008,-47.66,0.2088,30.47,134.88,260313_s7,-40mid
1339,375.9958,-44.84,375.9994,-56.41,376.0078,-42.97,0.7812,11.56,43.13,260313_s7,-40mid
1340,376.7778,-43.18,376.7806,-53.28,376.7868,-41.56,0.6716,10.1,35.4,260313_s7,-40mid
1341,377.4504,-43.59,377.4522,-64.69,377.461,-41.25,0,21.09,48.03,260313_s7,-40mid
1342,378.335,-41.56,377.4522,-64.69,378.3508,-41.56,1.1176,23.13,86.75,260313_s7,-40mid
1343,378.5684,-47.4,378.5698,-88.91,378.5796,-47.97,0.2526,41.51,169.78,260313_s7,-40mid
1344,378.819,-43.91,378.8224,-62.03,378.84,-45.16,1.0278,18.12,164,260313_s7,-40mid
1345,379.8484,-45.57,379.8502,-80.31,379.8616,-46.41,0.4592,34.74,179.35,260313_s7,-40mid
1346,380.307,-43.23,380.3094,-61.56,380.3148,-42.34,0,18.33,69.92,260313_s7,-40mid
1347,380.3892,-42.86,380.3094,-61.56,380.4014,-40.63,0.153,18.7,79.95,260313_s7,-40mid
1348,380.461,-40.36,380.4624,-89.38,380.4696,-43.59,0.2694,49.01,171.07,260313_s7,-40mid
1349,380.7302,-44.58,380.7318,-64.69,380.7402,-42.81,1.0104,20.1,65.84,260313_s7,-40mid
1350,381.7394,-45.36,381.7422,-65.78,381.7542,-45.16,0.1284,20.42,106.28,260313_s7,-40mid
1351,381.8688,-48.65,381.8706,-75.94,381.8794,-45.63,0.3406,27.29,71.66,260313_s7,-40mid
1352,382.2086,-43.44,382.2112,-67.34,382.2146,-41.88,0.4666,23.91,39.5,260313_s7,-40mid
1353,382.6762,-41.61,382.6778,-78.44,382.6854,-40.78,0.0348,36.82,122.89,260313_s7,-40mid
1354,382.7078,-41.25,382.7126,-57.19,382.7192,-41.41,0.96,15.94,63.88,260313_s7,-40mid
1355,383.6712,-46.09,383.6726,-88.59,383.6842,-45.63,1.398,42.5,150.56,260313_s7,-40mid
1356,385.0686,-43.96,385.0706,-82.66,385.0798,-44.69,0.3254,38.7,169.53,260313_s7,-40mid
1357,385.3948,-45.05,385.396,-97.34,385.4046,-39.06,0.2722,52.29,181.6,260313_s7,-40mid
1358,385.6666,-43.85,385.6682,-66.41,385.674,-42.66,0.284,22.55,70.61,260313_s7,-40mid
1359,385.9508,-41.56,385.9522,-67.34,385.9588,-40.63,1.156,25.78,89.03,260313_s7,-40mid
1360,387.1066,-42.34,387.1082,-86.88,387.1172,-43.59,0.8268,44.53,163.97,260313_s7,-40mid
1361,387.932,-46.15,387.935,-60.62,387.9416,-44.69,0.8572,14.48,63.9,260313_s7,-40mid
1362,388.7898,-43.8,388.7922,-57.66,388.7984,-40.47,0,13.85,37.73,260313_s7,-40mid
1363,389.0628,-47.76,388.7922,-57.66,389.0794,-42.5,0.744,9.9,32.12,260313_s7,-40mid
1364,389.5318,-43.96,389.5362,-60.62,389.5446,-41.09,0.4002,16.67,87.92,260313_s7,-40mid
1365,389.9348,-45.68,389.9364,-65.31,389.9476,-42.5,1.6966,19.64,64.92,260313_s7,-40mid
1366,391.628,-44.32,391.633,-55.16,391.639,-39.53,0.4286,10.83,34.02,260313_s7,-40mid
1367,392.0594,-39.58,392.0616,-85.16,392.0672,-42.19,0.077,45.57,163.46,260313_s7,-40mid
1368,392.1372,-41.25,392.1386,-72.97,392.1458,-42.03,0.1266,31.72,111.84,260313_s7,-40mid
1369,392.2636,-42.86,392.2652,-65.16,392.2774,-41.56,0.0556,22.29,97.33,260313_s7,-40mid
1370,392.3196,-39.58,392.3208,-100.63,392.3288,-45,0.0662,61.04,228.42,260313_s7,-40mid
1371,392.386,-42.4,392.387,-77.19,392.393,-40.63,0.042,34.79,86.19,260313_s7,-40mid
1372,392.426,-45.94,392.429,-65,392.4394,-42.03,0.1454,19.06,61.34,260313_s7,-40mid
1373,392.5726,-44.69,392.5744,-85.47,392.581,-40.94,1.2458,40.78,137.03,260313_s7,-40mid
1374,393.8174,-43.18,393.8202,-63.75,393.8256,-43.91,0.0404,20.57,66.97,260313_s7,-40mid
1375,393.859,-44.11,393.8606,-81.41,393.8688,-45.31,0.9744,37.29,136.48,260313_s7,-40mid
1376,394.8324,-42.5,394.835,-75.94,394.8434,-42.34,0.0346,33.44,122.03,260313_s7,-40mid
1377,394.8684,-45.36,394.8696,-87.19,394.8782,-46.25,0.9804,41.82,177.98,260313_s7,-40mid
1378,395.8482,-42.29,395.85,-58.91,395.8572,-39.69,0.5202,16.61,55.7,260313_s7,-40mid
1379,396.3678,-46.72,396.3702,-66.72,396.3756,-41.72,0.0196,20,39.22,260313_s7,-40mid
1380,396.3866,-44.27,396.3898,-58.13,396.3958,-41.09,0,13.85,42.17,260313_s7,-40mid
1381,397.1686,-45.57,396.3898,-58.13,397.1798,-43.75,0,12.55,67.72,260313_s7,-40mid
1382,397.8748,-41.41,396.3898,-58.13,397.8828,-41.09,1.5384,16.72,65.81,260313_s7,-40mid
1383,397.927,-44.11,397.9282,-81.09,397.9352,-44.53,0,36.98,125.63,260313_s7,-40mid
1384,398.1562,-39.84,397.9282,-81.09,398.1754,-41.88,0,41.25,239.44,260313_s7,-40mid
1385,398.4002,-38.91,397.9282,-81.09,398.4086,-40.63,0,42.19,88.34,260313_s7,-40mid
1386,399.108,-41.2,397.9282,-81.09,399.1142,-39.22,1.2072,39.9,3.83,260313_s7,-40mid
1816,498.988,-48.02,498.9928,-70.63,498.9994,-45.16,1.1488,22.6,69.61,260313_s7,-40post
1817,500.1398,-44.74,500.1416,-66.09,500.1584,-45.78,0.2218,21.35,139.27,260313_s7,-40post
1818,500.361,-48.13,500.3634,-62.34,500.3694,-45.63,0.2432,14.22,45.97,260313_s7,-40post
1819,500.6042,-48.85,500.6066,-60.16,500.62,-46.56,0.3656,11.3,92.61,260313_s7,-40post
1820,500.9704,-48.65,500.9722,-79.06,500.9798,-44.22,0.5792,30.42,85.56,260313_s7,-40post
1821,501.5502,-49.11,501.5514,-63.28,501.5634,-44.69,0.8608,14.17,35.33,260313_s7,-40post
1822,502.4092,-47.45,502.4122,-62.81,502.4194,-45.47,0.0454,15.36,54.04,260313_s7,-40post
1823,502.4558,-45.94,502.4576,-89.84,502.461,-49.84,0.0058,43.91,98,260313_s7,-40post
1824,502.4618,-49.43,502.4634,-93.91,502.4694,-48.28,0,44.48,128.25,260313_s7,-40post
1825,503.317,-46.56,502.4634,-93.91,503.3312,-40.63,1.0458,47.34,43.25,260313_s7,-40post
1826,503.5062,-49.17,503.5092,-58.44,503.5158,-44.53,0.1862,9.27,25.85,260313_s7,-40post
1827,503.6928,-48.23,503.6954,-62.19,503.7004,-45.78,0.993,13.96,36.91,260313_s7,-40post
1828,504.687,-48.23,504.6884,-65.78,504.7004,-46.56,0.0824,17.55,75.77,260313_s7,-40post
1829,504.7674,-49.64,504.7708,-70.47,504.7758,-47.03,0.3152,20.83,55.67,260313_s7,-40post
1830,505.0806,-47.71,505.086,-67.97,505.0962,-49.06,0.436,20.26,124.33,260313_s7,-40post
1831,505.5204,-45.73,505.522,-71.41,505.5298,-47.66,1.1266,25.68,96.88,260313_s7,-40post
1832,506.6442,-46.82,506.6486,-62.34,506.653,-45.16,0,15.52,46.19,260313_s7,-40post
1833,507.1892,-46.72,506.6486,-62.34,507.1998,-45,0.8448,15.62,60.91,260313_s7,-40post
1834,507.492,-48.28,507.4934,-108.91,507.5044,-49.53,0.3274,60.63,192.19,260313_s7,-40post
1835,507.8176,-47.03,507.8208,-58.44,507.8364,-45,0.1588,11.41,64.97,260313_s7,-40post
1836,507.9764,-47.81,507.9796,-66.88,507.988,-46.25,0.078,19.06,74.81,260313_s7,-40post
1837,508.0558,-48.59,508.0576,-76.41,508.0682,-47.81,0.8462,27.81,146.31,260313_s7,-40post
1838,508.902,-47.6,508.9038,-78.75,508.912,-45.78,0.366,31.15,111.53,260313_s7,-40post
1839,509.268,-50.36,509.2698,-72.03,509.2802,-46.56,0.164,21.67,59.14,260313_s7,-40post
1840,509.4322,-48.75,509.4338,-93.75,509.4406,-49.38,0.2484,45,154.19,260313_s7,-40post
1841,509.68,-49.32,509.6822,-79.06,509.6894,-49.69,0.2554,29.74,116.84,260313_s7,-40post
1842,509.9332,-50,509.9376,-64.69,509.952,-45.63,0.7552,14.69,63.97,260313_s7,-40post
1843,510.6904,-48.75,510.6928,-64.06,510.6988,-46.41,0.7374,15.31,48.19,260313_s7,-40post
1844,511.4288,-47.4,511.4302,-65.16,511.434,-46.09,0.262,17.76,44.41,260313_s7,-40post
1845,511.6906,-44.53,511.6922,-75.16,511.7012,-44.38,1.23,30.63,93.72,260313_s7,-40post
1846,512.9208,-46.15,512.9222,-90,512.929,-47.81,0.4528,43.85,138.03,260313_s7,-40post
1847,513.3736,-47.76,513.375,-63.12,513.3818,-42.03,0,15.36,47.28,260313_s7,-40post
1848,513.502,-46.41,513.375,-63.12,513.5132,-46.25,0.307,16.72,71.19,260313_s7,-40post
1849,513.6802,-50.94,513.682,-76.09,513.6962,-48.59,0.4728,25.16,118.44,260313_s7,-40post
1850,514.1522,-44.84,514.1548,-60.16,514.1596,-44.53,0.193,15.31,45.69,260313_s7,-40post
1851,514.3452,-47.92,514.3478,-70.47,514.357,-47.81,0.4732,22.55,107.97,260313_s7,-40post
1852,514.8194,-45.78,514.821,-65.47,514.834,-45.16,0.1136,19.69,88.56,260313_s7,-40post
1853,514.9328,-45.05,514.9346,-92.97,514.9424,-44.06,0.0988,47.92,149.36,260313_s7,-40post
1854,515.03,-50.21,515.0334,-57.81,515.0398,-44.53,0.6762,7.6,6.89,260313_s7,-40post
1855,515.7072,-43.91,515.7096,-58.13,515.7156,-43.91,1.6286,14.22,74.03,260313_s7,-40post
1856,517.3362,-49.64,517.3382,-79.69,517.3456,-50,0.1452,30.05,112.81,260313_s7,-40post
1857,517.4814,-46.41,517.4834,-70,517.498,-46.25,0.9792,23.59,133.63,260313_s7,-40post
1858,518.4596,-49.48,518.4626,-64.69,518.4716,-46.72,1.0166,15.21,67.7,260313_s7,-40post
1859,519.4776,-45.52,519.4792,-60.16,519.4848,-44.84,1.8278,14.64,46.86,260313_s7,-40post
1860,521.3052,-48.8,521.307,-69.06,521.3156,-46.56,0.3526,20.26,87.14,260313_s7,-40post
1861,521.6572,-50.57,521.6596,-69.84,521.6674,-47.5,0.0258,19.27,68.98,260313_s7,-40post
1862,521.6824,-48.39,521.6854,-67.34,521.6922,-45.63,0.1792,18.96,58.83,260313_s7,-40post
1863,521.8626,-47.19,521.8646,-73.44,521.8716,-47.81,0.6562,26.25,123.16,260313_s7,-40post
